"Products","Status","Type","Sponsored Products eligibility","Sales(EUR)","ROAS","Conversion rate","Impressions","Clicks","CTR","Spend(EUR)","CPC(EUR)","Orders","ACOS","NTB orders","% of orders NTB","NTB sales(EUR)","% of sales NTB","Viewable impressions"
"B09FSZYGB4-PP0007","","","","27.93","1.41","0.0161","11730","62","0.0053","19.74","0.32","1","0.7068","0","0.0000","0.00","0.0000","0"
"B0F2T8BPK5-PPD005","","","","67.44","3.43","0.0313","6025","64","0.0106","19.69","0.31","2","0.2920","0","0.0000","0.00","0.0000","0"
"B0CP2KD382-BMP0011","","","","29.59","1.72","0.0196","15231","51","0.0033","17.18","0.34","1","0.5806","0","0.0000","0.00","0.0000","0"
"B0F2TDHQ83-PPD006","","","","33.72","1.97","0.0167","9418","60","0.0064","17.14","0.29","1","0.5083","0","0.0000","0.00","0.0000","0"
"B0B1DMS4YK-KB0001","","","","25.00","1.70","0.0169","5513","59","0.0107","14.67","0.25","1","0.5868","0","0.0000","0.00","0.0000","0"
"B07VC6GXYT-SQ-H3G9-2L92","","","","23.76","2.08","0.0357","7159","28","0.0039","11.41","0.41","1","0.4802","0","0.0000","0.00","0.0000","0"
"B08YKGCV8F-KB0002","","","","25.00","2.24","0.0227","10025","44","0.0044","11.14","0.25","1","0.4456","0","0.0000","0.00","0.0000","0"
"B09RX2WX88-KB0003","","","","50.00","5.79","0.0357","4641","28","0.0060","8.64","0.31","1","0.1728","0","0.0000","0.00","0.0000","0"
"B0CN1H8G38-BMP0012","","","","26.28","4.09","0.0667","3392","15","0.0044","6.43","0.43","1","0.2447","0","0.0000","0.00","0.0000","0"
"B0BTTHD99C-AR0008","","","","66.91","11.66","0.1304","1872","23","0.0123","5.74","0.25","3","0.0858","0","0.0000","0.00","0.0000","0"
"B09QMLXZ27-ARBI01","","","","0.00","0.00","0.0000","2556","13","0.0051","4.45","0.34","0","0.0000","0","0.0000","0.00","0.0000","0"
"B09J8W13DK-UG-Y4LX-G244","","","","0.00","0.00","0.0000","1771","8","0.0045","2.84","0.35","0","0.0000","0","0.0000","0.00","0.0000","0"
"B01NBW2WAA-2G-3CBF-UEZ5","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B06XSF47K5-PG-ISD6-CPKU","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B071ZHJGBL-WY-H71J-DMNV","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B0757NJTV9-4A-L01Y-AUK0","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B07C75Q4P9-N7-2TAF-B76G","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B07D2C5Q1D-KP-7WQ5-GHGK","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B07D2C92VY-HU-6ERB-TMBL","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B07D2C92VY-KU0001","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B07D7BZH22-22-4LV3-F186","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B07DCRL9QW-V7-7DHL-RBZ6","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B07DXJ4K94-15-66S3-5SHP","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B07F82C8QB-N9-1LLB-MGPK","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B07GXS4VPY-RE-WXY8-NOO1","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B07J2Q8L2F-KH-D5VA-TTBF","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B07K7R968G-3F-G54U-4R4Q","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B07KR6DNVN-LS-OMRV-CG16","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B07KT4119W-DP-AIZC-N1NO","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B07PLKYVM5-7M-DP49-M3E1","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B07PM491QM-6E-12F4-CAWG","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B07QS323RP-5L-OS15-NL0S","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B07SRZ6P32-CG-G8NN-TPZN","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B07VC6GXYT-B07VC6GXYT","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B07XC1BT6Z-OR-9X9F-DHJQ","","","","0.00","0.00","0.0000","45","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B07XC1CHN9-VI-5L6M-IAN2","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B07ZQKPHDR-YU-UYWR-IKU7","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B081Z8MLGV-VX-BYO4-Q9XE","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B08252QCC4-2G-YQXC-7J45","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B083P63BM7-BY-IG9I-M2H6","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B083RBKHC6-WN-XCCZ-MSJL","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B0842M4Y73-09-TX8N-URPM","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B0848RVHV1-KV-6279-B4ME","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B084CSQV2F-JO-8B8B-1XW5","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B084G88WDC-FW-DHFX-U2R4","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B084GWX3BY-T4-1S57-3GAM","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B084KJ9B4K-TP-T7KV-QKE5","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B084T58CN7-NF-8PIW-GK9N","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B084ZP6NBK-BO-2T65-BGLG","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B084ZPX8SR-YX-STH3-2SOZ","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B0881MZGCF-CJ-HT4E-OKZV","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B08KRLNH8F-YE-SZMI-UGS3","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B08T9K6Z5K-Z3-45IW-XP7B","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B08WRMXRJ9-PS00003","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B08WRMXRJ9-PS0003","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B08YK33DNC-PF0001","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B08YMTSV1B-5U-TQ2K-8W55","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B08YMTSV1B-KU0002","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B0957XTMYN-KU0003","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B0965WCFKZ-AR0002","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B098F22HGN-PS0005","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B098M1QCWQ-PW0001","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B09GKMY46R-PW0002","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B09GSDD88W-SS-QS7L-38ZT","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B09LMCMNGT-PS3003","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B09MJDT8PK-HU-FMKS-9LXL","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B09QMGR2Y1-MA-BBGN-0JSB","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B09QMK4HZF-ARM001","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B09Y8SJ3NP-PBH001","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B09Y8V6TFB-PPH001","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B09ZF7JMKD-PWW002","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B09ZF8G888-PWW001","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B0B13MLSVM-CZ-3BKC-TNPG","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B0B4PCMMWQ-PP0003","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B0B5Y2V2QG-PH3001","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B0B5Y2XHR9-PB2002","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B0B6W6LT6X-OV-V1KU-396A","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B0B6WC5SST-Y4-OT79-ACBA","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B0B6WGGL5X-ARF001","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B0B74JCKPR-PWS001","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B0BD581MXN-PS0001","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B0BD5STD28-PH3002","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B0BD5X7LS8-PH2001","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B0BJL7WFLJ-PH2002","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B0BN48D7C8-PPMG01","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B0BNLZ2CRD-PPA001","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B0BPDCJ161-PPMG02","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B0BRSR5KJS-BMT002","","","","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
