"Products","Status","Type","Sponsored Products eligibility","Sales(EUR)","ROAS","Conversion rate","Impressions","Clicks","CTR","Spend(EUR)","CPC(EUR)","Orders","ACOS","NTB orders","% of orders NTB","NTB sales(EUR)","% of sales NTB","Viewable impressions"
"B07GXS4VPY-RE-WXY8-NOO1","","","No data available","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B07J2Q8L2F-KH-D5VA-TTBF","","","Eligible","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B07K7R968G-3F-G54U-4R4Q","","","No data available","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B07KR6DNVN-LS-OMRV-CG16","","","No data available","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B07KT4119W-DP-AIZC-N1NO","","","Eligible","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B07PLKYVM5-7M-DP49-M3E1","","","Eligible","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B07PM491QM-6E-12F4-CAWG","","","Eligible","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B07QS323RP-5L-OS15-NL0S","","","Eligible","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B07SRZ6P32-CG-G8NN-TPZN","","","Eligible","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B07VC6GXYT-B07VC6GXYT","","","No data available","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B07XC1BT6Z-OR-9X9F-DHJQ","","","Eligible","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B07XC1CHN9-VI-5L6M-IAN2","","","Eligible","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B07ZQKPHDR-YU-UYWR-IKU7","","","Eligible","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B081Z8MLGV-VX-BYO4-Q9XE","","","Eligible","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B08252QCC4-2G-YQXC-7J45","","","No data available","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B083P63BM7-BY-IG9I-M2H6","","","No data available","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B083RBKHC6-WN-XCCZ-MSJL","","","Eligible","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B0842M4Y73-09-TX8N-URPM","","","Eligible","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B0848RVHV1-KV-6279-B4ME","","","No data available","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B084CSQV2F-JO-8B8B-1XW5","","","Ineligible for ad serving","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B084G88WDC-FW-DHFX-U2R4","","","Eligible","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B084GWX3BY-T4-1S57-3GAM","","","Eligible","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B084KJ9B4K-TP-T7KV-QKE5","","","No data available","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B084T58CN7-NF-8PIW-GK9N","","","Eligible","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B084ZP6NBK-BO-2T65-BGLG","","","No data available","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B084ZPX8SR-YX-STH3-2SOZ","","","No data available","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B0881MZGCF-CJ-HT4E-OKZV","","","Eligible","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B08KRLNH8F-YE-SZMI-UGS3","","","Eligible","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B08T9K6Z5K-Z3-45IW-XP7B","","","Ineligible for ad serving","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B08WRMXRJ9-PS00003","","","Eligible","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B08WRMXRJ9-PS0003","","","No data available","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B08YK33DNC-PF0001","","","Eligible","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B08YMTSV1B-5U-TQ2K-8W55","","","Eligible","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B08YMTSV1B-KU0002","","","Eligible","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B0957XTMYN-KU0003","","","Eligible","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B0965WCFKZ-AR0002","","","Eligible","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B098F22HGN-PS0005","","","Eligible","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B098M1QCWQ-PW0001","","","Eligible","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B09GKMY46R-PW0002","","","Eligible","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B09GSDD88W-SS-QS7L-38ZT","","","Eligible","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B09LMCMNGT-PS3003","","","Eligible","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B09MJDT8PK-HU-FMKS-9LXL","","","Eligible","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B09QMGR2Y1-MA-BBGN-0JSB","","","Eligible","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B09QMK4HZF-ARM001","","","No data available","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B09Y8SJ3NP-PBH001","","","Eligible","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B09Y8V6TFB-PPH001","","","Eligible","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B09ZF7JMKD-PWW002","","","Eligible","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B09ZF8G888-PWW001","","","Eligible","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B0B13MLSVM-CZ-3BKC-TNPG","","","Eligible","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B0B4PCMMWQ-PP0003","","","Eligible","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B0B5Y2V2QG-PH3001","","","Eligible","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B0B5Y2XHR9-PB2002","","","Eligible","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B0B6W6LT6X-OV-V1KU-396A","","","Eligible","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B0B6WGGL5X-ARF001","","","Eligible","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B0B74JCKPR-PWS001","","","Eligible","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B0BD581MXN-PS0001","","","Eligible","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B0BD5STD28-PH3002","","","Eligible","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B0BD5X7LS8-PH2001","","","Eligible","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B0BJL7WFLJ-PH2002","","","Eligible","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B0BN48D7C8-PPMG01","","","Eligible","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B0BNLZ2CRD-PPA001","","","Eligible","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B0BPDCJ161-PPMG02","","","Eligible","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
"B0BRSR5KJS-BMT002","","","Eligible","0.00","0.00","0.0000","0","0","0.0000","0.00","0.00","0","0.0000","0","0.0000","0.00","0.0000","0"
